Transaction_ID,Customer_ID,Purchase_Date,Product_Category,Product_Name,Quantity,Unit_Price,Total_Amount,Payment_Status,Acquisition_Channel,Customer_Segment,City,State,Gender,Age_Group
T001174,C0408,2025-05-05,Beauty,Face Wash,1,999,999,Success,Facebook Ads,Returning,Bengaluru,Karnataka,Male,35-44
T001175,C0408,2025-05-27,Toys,Puzzle,2,999,1998,Success,Facebook Ads,Returning,Bengaluru,Karnataka,Male,35-44
T001176,C0409,2025-12-09,Home & Kitchen,Pan,2,958,1916,Success,YouTube,Returning,Mumbai,Maharashtra,Female,18-24
T001177,C0409,2026-01-01,Accessories,Wallet,1,1499,1499,Success,YouTube,Returning,Mumbai,Maharashtra,Female,18-24
T001178,C0410,2025-11-11,Sports,Dumbbell,1,2398,2398,Success,Google Ads,New,Pune,Maharashtra,Male,35-44
T001179,C0411,2025-01-27,Sports,Dumbbell,2,299,598,Success,Facebook Ads,Returning,Pune,Maharashtra,Female,25-34
T001180,C0411,2025-01-25,Beauty,Face Wash,1,2999,2999,Success,Facebook Ads,Returning,Pune,Maharashtra,Female,25-34
T001181,C0411,2025-03-04,Toys,Puzzle,2,299,598,Success,Facebook Ads,Returning,Pune,Maharashtra,Female,25-34
T001182,C0412,2025-04-12,Grocery,Coffee,1,299,299,Success,Instagram,Returning,Delhi,Delhi,Male,45-54
T001183,C0412,2025-05-02,Accessories,Watch,1,999,999,Success,Instagram,Returning,Delhi,Delhi,Male,45-54
T001184,C0412,2025-06-01,Beauty,Lipstick,3,4999,14997,Success,Instagram,Returning,Delhi,Delhi,Male,45-54
T001185,C0412,2025-05-21,Beauty,Perfume,3,499,1497,Success,Instagram,Returning,Delhi,Delhi,Male,45-54
T001186,C0412,2025-06-23,Electronics,Keyboard,1,199,199,Refunded,Instagram,Returning,Delhi,Delhi,Male,45-54
T001187,C0413,2025-07-28,Books,Novel,2,799,1598,Success,Facebook Ads,Returning,Bengaluru,Karnataka,Male,25-34
T001188,C0413,2025-09-02,Books,Notebook,3,2999,8997,Success,Facebook Ads,Returning,Bengaluru,Karnataka,Male,25-34
T001189,C0413,2025-09-20,Home & Kitchen,Mixer,2,2999,5998,Success,Facebook Ads,Returning,Bengaluru,Karnataka,Male,25-34
T001190,C0413,2025-10-01,Sports,Dumbbell,1,1198,1198,Success,Facebook Ads,Returning,Bengaluru,Karnataka,Male,25-34
T001191,C0414,2025-05-29,Books,Novel,2,299,598,Success,Facebook Ads,New,Bengaluru,Karnataka,Male,45-54
T001192,C0414,2025-07-06,Footwear,Boots,3,199,597,Success,Facebook Ads,New,Bengaluru,Karnataka,Male,45-54
T001193,C0415,2025-08-24,Accessories,Wallet,2,2248,4496,Success,Amazon,VIP,Mumbai,Maharashtra,Male,45-54
T001194,C0415,2025-08-19,Home & Kitchen,Bottle,2,1498,2996,Success,Amazon,VIP,Mumbai,Maharashtra,Male,45-54
T001195,C0415,2025-08-28,Electronics,Headphones,2,4498,8996,Success,Amazon,VIP,Mumbai,Maharashtra,Male,45-54
T001196,C0415,2025-08-18,Accessories,Watch,3,748,2244,Success,Amazon,VIP,Mumbai,Maharashtra,Male,45-54
T001197,C0416,2025-07-05,Books,Notebook,1,958,958,Success,Organic Search,Premium,Bengaluru,Karnataka,Female,25-34
T001198,C0416,2025-07-21,Sports,Football,3,958,2874,Success,Organic Search,Premium,Bengaluru,Karnataka,Female,25-34
T001199,C0416,2025-08-03,Accessories,Watch,3,2398,7194,Success,Organic Search,Premium,Bengaluru,Karnataka,Female,25-34
T001200,C0416,2025-08-03,Footwear,Sneakers,2,238,476,Success,Organic Search,Premium,Bengaluru,Karnataka,Female,25-34
T001201,C0416,2025-08-12,Fashion,Jacket,3,238,714,Success,Organic Search,Premium,Bengaluru,Karnataka,Female,25-34
T001202,C0417,2025-04-23,Sports,Yoga Mat,3,299,897,Success,Instagram,Returning,Pune,Maharashtra,Female,25-34
T001203,C0417,2025-05-01,Accessories,Wallet,2,1499,2998,Success,Instagram,Returning,Pune,Maharashtra,Female,25-34
T001204,C0417,2025-05-25,Sports,Dumbbell,1,999,999,Success,Instagram,Returning,Pune,Maharashtra,Female,25-34
T001205,C0417,2025-06-29,Beauty,Perfume,1,799,799,Success,Instagram,Returning,Pune,Maharashtra,Female,25-34
T001206,C0417,2025-07-02,Accessories,Watch,3,4999,14997,Success,Instagram,Returning,Pune,Maharashtra,Female,25-34
T001207,C0417,2025-08-05,Sports,Football,3,999,2997,Success,Instagram,Returning,Pune,Maharashtra,Female,25-34
T001208,C0417,2025-09-03,Books,Notebook,3,1999,5997,Success,Instagram,Returning,Pune,Maharashtra,Female,25-34
T001209,C0417,2025-08-15,Fashion,Jeans,2,499,998,Success,Instagram,Returning,Pune,Maharashtra,Female,25-34
T001210,C0418,2025-03-27,Books,Notebook,3,1499,4497,Success,Instagram,New,Pune,Maharashtra,Male,35-44
T001211,C0419,2025-04-30,Home & Kitchen,Bottle,2,238,476,Success,Facebook Ads,Premium,Hyderabad,Telangana,Female,18-24
T001212,C0419,2025-05-06,Fashion,Jacket,1,958,958,Success,Facebook Ads,Premium,Hyderabad,Telangana,Female,18-24
T001213,C0419,2025-05-08,Fashion,Jacket,1,238,238,Success,Facebook Ads,Premium,Hyderabad,Telangana,Female,18-24
T001214,C0419,2025-06-12,Fashion,Jacket,3,958,2874,Success,Facebook Ads,Premium,Hyderabad,Telangana,Female,18-24
T001215,C0419,2025-06-07,Sports,Football,1,2398,2398,Refunded,Facebook Ads,Premium,Hyderabad,Telangana,Female,18-24
T001216,C0419,2025-06-03,Electronics,Monitor,2,598,1196,Success,Facebook Ads,Premium,Hyderabad,Telangana,Female,18-24
T001217,C0419,2025-07-14,Grocery,Coffee,3,958,2874,Refunded,Facebook Ads,Premium,Hyderabad,Telangana,Female,18-24
T001218,C0419,2025-07-04,Footwear,Boots,3,2398,7194,Success,Facebook Ads,Premium,Hyderabad,Telangana,Female,18-24
T001219,C0420,2025-03-16,Footwear,Boots,3,499,1497,Success,Google Ads,New,Kolkata,West Bengal,Male,18-24
T001220,C0421,2025-08-14,Fashion,Jacket,2,999,1998,Success,Email,New,Kolkata,West Bengal,Male,45-54
T001221,C0422,2025-01-24,Books,Novel,1,2398,2398,Success,Instagram,Premium,Bengaluru,Karnataka,Male,25-34
T001222,C0422,2025-01-20,Footwear,Sneakers,3,358,1074,Success,Instagram,Premium,Bengaluru,Karnataka,Male,25-34
T001223,C0422,2025-01-25,Electronics,Keyboard,1,958,958,Success,Instagram,Premium,Bengaluru,Karnataka,Male,25-34
T001224,C0422,2025-02-15,Fashion,Jeans,1,1798,1798,Success,Instagram,Premium,Bengaluru,Karnataka,Male,25-34
T001225,C0422,2025-02-14,Home & Kitchen,Pan,3,5998,17994,Success,Instagram,Premium,Bengaluru,Karnataka,Male,25-34
T001226,C0422,2025-03-29,Home & Kitchen,Pan,2,358,716,Failed,Instagram,Premium,Bengaluru,Karnataka,Male,25-34
T001227,C0422,2025-03-15,Footwear,Sneakers,3,238,714,Success,Instagram,Premium,Bengaluru,Karnataka,Male,25-34
T001228,C0422,2025-03-26,Books,Novel,3,598,1794,Success,Instagram,Premium,Bengaluru,Karnataka,Male,25-34
T001229,C0423,2025-04-08,Sports,Football,2,4999,9998,Success,Facebook Ads,New,Bengaluru,Karnataka,Male,45-54
T001230,C0423,2025-05-22,Toys,Puzzle,1,199,199,Refunded,Facebook Ads,New,Bengaluru,Karnataka,Male,45-54
T001231,C0423,2025-06-05,Fashion,Dress,1,2999,2999,Success,Facebook Ads,New,Bengaluru,Karnataka,Male,45-54
T001232,C0424,2025-09-05,Books,Novel,2,999,1998,Success,Organic Search,New,Chennai,Tamil Nadu,Female,35-44
T001233,C0425,2026-01-01,Accessories,Wallet,1,799,799,Success,Instagram,Returning,Mumbai,Maharashtra,Male,35-44
T001234,C0425,2025-12-16,Fashion,Dress,2,1198,2396,Success,Instagram,Returning,Mumbai,Maharashtra,Male,35-44
T001235,C0425,2026-01-19,Sports,Yoga Mat,1,1999,1999,Success,Instagram,Returning,Mumbai,Maharashtra,Male,35-44
T001236,C0425,2026-03-07,Accessories,Bag,1,1999,1999,Success,Instagram,Returning,Mumbai,Maharashtra,Male,35-44
T001237,C0426,2025-12-22,Home & Kitchen,Mixer,2,5998,11996,Success,YouTube,New,Hyderabad,Telangana,Female,45-54
T001238,C0427,2025-11-08,Sports,Football,1,238,238,Success,YouTube,Returning,Kolkata,West Bengal,Male,18-24
T001239,C0427,2025-12-16,Electronics,Keyboard,1,958,958,Success,YouTube,Returning,Kolkata,West Bengal,Male,18-24
T001240,C0427,2026-01-22,Sports,Football,1,799,799,Success,YouTube,Returning,Kolkata,West Bengal,Male,18-24
T001241,C0427,2026-01-07,Fashion,Jeans,2,499,998,Success,YouTube,Returning,Kolkata,West Bengal,Male,18-24
T001242,C0427,2026-02-11,Footwear,Sneakers,1,299,299,Success,YouTube,Returning,Kolkata,West Bengal,Male,18-24
T001243,C0427,2026-03-23,Beauty,Perfume,2,199,398,Success,YouTube,Returning,Kolkata,West Bengal,Male,18-24
T001244,C0427,2026-03-01,Electronics,Headphones,3,199,597,Success,YouTube,Returning,Kolkata,West Bengal,Male,18-24
T001245,C0428,2025-09-24,Home & Kitchen,Mixer,2,4999,9998,Refunded,Amazon,New,Delhi,Delhi,Male,18-24
T001246,C0429,2025-06-03,Fashion,T-Shirt,1,1198,1198,Success,Amazon,Premium,Bengaluru,Karnataka,Male,35-44
T001247,C0429,2025-06-16,Grocery,Coffee,2,5998,11996,Success,Amazon,Premium,Bengaluru,Karnataka,Male,35-44
T001248,C0429,2025-06-13,Books,Novel,1,1798,1798,Success,Amazon,Premium,Bengaluru,Karnataka,Male,35-44
T001249,C0430,2025-11-22,Beauty,Perfume,1,358,358,Success,Facebook Ads,New,Delhi,Delhi,Female,25-34
T001250,C0430,2025-12-29,Beauty,Lipstick,3,1198,3594,Success,Facebook Ads,New,Delhi,Delhi,Female,25-34
T001251,C0431,2025-05-14,Fashion,T-Shirt,2,199,398,Success,Google Ads,Returning,Hyderabad,Telangana,Female,45-54
T001252,C0431,2025-06-10,Sports,Football,2,499,998,Success,Google Ads,Returning,Hyderabad,Telangana,Female,45-54
T001253,C0431,2025-06-11,Accessories,Watch,3,499,1497,Success,Google Ads,Returning,Hyderabad,Telangana,Female,45-54
T001254,C0431,2025-07-13,Electronics,Headphones,3,799,2397,Success,Google Ads,Returning,Hyderabad,Telangana,Female,45-54
T001255,C0431,2025-08-17,Grocery,Tea,3,799,2397,Success,Google Ads,Returning,Hyderabad,Telangana,Female,45-54
T001256,C0432,2025-03-06,Accessories,Bag,2,1999,3998,Success,Google Ads,New,Kolkata,West Bengal,Female,45-54
T001257,C0432,2025-03-31,Fashion,Jacket,1,199,199,Success,Google Ads,New,Kolkata,West Bengal,Female,45-54
T001258,C0432,2025-05-03,Books,Notebook,2,799,1598,Success,Google Ads,New,Kolkata,West Bengal,Female,45-54
T001259,C0433,2025-04-23,Books,Novel,2,299,598,Success,Amazon,New,Pune,Maharashtra,Male,25-34
T001260,C0434,2025-10-03,Electronics,Monitor,1,358,358,Success,Organic Search,New,Mumbai,Maharashtra,Female,35-44
T001261,C0435,2025-09-09,Home & Kitchen,Mixer,2,2999,5998,Success,Google Ads,Returning,Pune,Maharashtra,Male,45-54
T001262,C0435,2025-08-20,Electronics,Headphones,3,799,2397,Success,Google Ads,Returning,Pune,Maharashtra,Male,45-54
T001263,C0435,2025-09-28,Home & Kitchen,Mixer,2,999,1998,Success,Google Ads,Returning,Pune,Maharashtra,Male,45-54
T001264,C0435,2025-10-09,Toys,Blocks,1,3598,3598,Success,Google Ads,Returning,Pune,Maharashtra,Male,45-54
T001265,C0435,2025-11-27,Beauty,Face Wash,2,3598,7196,Success,Google Ads,Returning,Pune,Maharashtra,Male,45-54
T001266,C0435,2025-11-28,Toys,Blocks,1,238,238,Success,Google Ads,Returning,Pune,Maharashtra,Male,45-54
T001267,C0435,2025-12-30,Sports,Dumbbell,1,1198,1198,Success,Google Ads,Returning,Pune,Maharashtra,Male,45-54
T001268,C0435,2025-12-17,Books,Notebook,2,238,476,Success,Google Ads,Returning,Pune,Maharashtra,Male,45-54
T001269,C0435,2026-01-24,Grocery,Coffee,1,799,799,Success,Google Ads,Returning,Pune,Maharashtra,Male,45-54
T001270,C0435,2026-01-30,Sports,Dumbbell,3,4999,14997,Success,Google Ads,Returning,Pune,Maharashtra,Male,45-54
T001271,C0436,2025-06-08,Books,Notebook,3,5998,17994,Success,Facebook Ads,Premium,Chennai,Tamil Nadu,Male,35-44
T001272,C0436,2025-05-17,Beauty,Face Wash,3,1198,3594,Success,Facebook Ads,Premium,Chennai,Tamil Nadu,Male,35-44
T001273,C0437,2025-01-27,Toys,Blocks,2,1999,3998,Success,YouTube,Returning,Chennai,Tamil Nadu,Female,18-24
T001274,C0437,2025-01-08,Beauty,Perfume,3,1499,4497,Success,YouTube,Returning,Chennai,Tamil Nadu,Female,18-24
T001275,C0437,2025-02-19,Sports,Yoga Mat,1,2999,2999,Success,YouTube,Returning,Chennai,Tamil Nadu,Female,18-24
T001276,C0437,2025-02-11,Grocery,Rice,3,199,597,Refunded,YouTube,Returning,Chennai,Tamil Nadu,Female,18-24
T001277,C0437,2025-03-23,Home & Kitchen,Bottle,1,299,299,Success,YouTube,Returning,Chennai,Tamil Nadu,Female,18-24
T001278,C0437,2025-04-21,Home & Kitchen,Pan,3,1999,5997,Success,YouTube,Returning,Chennai,Tamil Nadu,Female,18-24
T001279,C0437,2025-04-22,Beauty,Face Wash,3,999,2997,Success,YouTube,Returning,Chennai,Tamil Nadu,Female,18-24
T001280,C0437,2025-05-15,Toys,Blocks,2,999,1998,Failed,YouTube,Returning,Chennai,Tamil Nadu,Female,18-24
T001281,C0437,2025-05-17,Beauty,Perfume,1,1499,1499,Failed,YouTube,Returning,Chennai,Tamil Nadu,Female,18-24
T001282,C0438,2025-08-26,Beauty,Perfume,3,4999,14997,Success,YouTube,New,Kolkata,West Bengal,Male,18-24
T001283,C0439,2025-02-11,Fashion,Dress,1,1999,1999,Success,Facebook Ads,New,Bengaluru,Karnataka,Female,45-54
T001284,C0440,2025-01-29,Beauty,Face Wash,3,2999,8997,Success,Email,New,Delhi,Delhi,Female,45-54
T001285,C0440,2025-03-07,Beauty,Face Wash,3,199,597,Success,Email,New,Delhi,Delhi,Female,45-54
T001286,C0441,2025-01-16,Accessories,Wallet,2,1999,3998,Success,Email,Returning,Hyderabad,Telangana,Male,45-54
T001287,C0441,2025-02-25,Beauty,Face Wash,2,199,398,Success,Email,Returning,Hyderabad,Telangana,Male,45-54
T001288,C0441,2025-03-04,Grocery,Rice,3,1499,4497,Success,Email,Returning,Hyderabad,Telangana,Male,45-54
T001289,C0441,2025-03-13,Grocery,Tea,1,1999,1999,Success,Email,Returning,Hyderabad,Telangana,Male,45-54
T001290,C0441,2025-03-30,Home & Kitchen,Pan,1,299,299,Success,Email,Returning,Hyderabad,Telangana,Male,45-54
T001291,C0441,2025-04-17,Fashion,Jeans,2,4999,9998,Success,Email,Returning,Hyderabad,Telangana,Male,45-54
T001292,C0442,2025-06-25,Toys,Puzzle,2,3598,7196,Success,Facebook Ads,Premium,Chennai,Tamil Nadu,Female,35-44
T001293,C0442,2025-06-26,Footwear,Boots,2,598,1196,Success,Facebook Ads,Premium,Chennai,Tamil Nadu,Female,35-44
T001294,C0442,2025-06-14,Beauty,Face Wash,3,358,1074,Success,Facebook Ads,Premium,Chennai,Tamil Nadu,Female,35-44
T001295,C0442,2025-07-27,Fashion,Dress,2,1798,3596,Success,Facebook Ads,Premium,Chennai,Tamil Nadu,Female,35-44
T001296,C0442,2025-07-07,Beauty,Perfume,1,958,958,Success,Facebook Ads,Premium,Chennai,Tamil Nadu,Female,35-44
T001297,C0442,2025-08-06,Accessories,Wallet,2,958,1916,Success,Facebook Ads,Premium,Chennai,Tamil Nadu,Female,35-44
T001298,C0442,2025-08-08,Toys,Puzzle,2,5998,11996,Success,Facebook Ads,Premium,Chennai,Tamil Nadu,Female,35-44
T001299,C0443,2025-04-11,Fashion,T-Shirt,2,2999,5998,Success,Email,New,Hyderabad,Telangana,Male,18-24
T001300,C0444,2025-06-09,Footwear,Sneakers,1,4999,4999,Success,Facebook Ads,New,Mumbai,Maharashtra,Female,45-54
T001301,C0445,2025-01-18,Sports,Yoga Mat,2,1798,3596,Success,Amazon,Premium,Kolkata,West Bengal,Male,25-34
T001302,C0445,2025-01-17,Accessories,Wallet,3,1798,5394,Success,Amazon,Premium,Kolkata,West Bengal,Male,25-34
T001303,C0445,2025-03-01,Accessories,Bag,1,3598,3598,Success,Amazon,Premium,Kolkata,West Bengal,Male,25-34
T001304,C0445,2025-02-17,Books,Novel,2,3598,7196,Success,Amazon,Premium,Kolkata,West Bengal,Male,25-34
T001305,C0446,2025-01-30,Footwear,Sneakers,2,199,398,Refunded,Amazon,New,Kolkata,West Bengal,Female,35-44
T001306,C0447,2025-09-22,Toys,Blocks,1,4999,4999,Success,YouTube,New,Hyderabad,Telangana,Female,25-34
T001307,C0447,2025-10-08,Home & Kitchen,Pan,1,358,358,Refunded,YouTube,New,Hyderabad,Telangana,Female,25-34
T001308,C0447,2025-11-16,Beauty,Lipstick,2,598,1196,Success,YouTube,New,Hyderabad,Telangana,Female,25-34
T001309,C0448,2025-08-17,Toys,Blocks,1,1999,1999,Success,Instagram,New,Pune,Maharashtra,Male,18-24
T001310,C0449,2025-04-10,Books,Notebook,3,999,2997,Success,Facebook Ads,New,Hyderabad,Telangana,Male,25-34
T001311,C0450,2025-10-21,Beauty,Perfume,2,5998,11996,Success,Facebook Ads,New,Mumbai,Maharashtra,Male,18-24
T001312,C0450,2025-12-07,Toys,Blocks,2,5998,11996,Success,Facebook Ads,New,Mumbai,Maharashtra,Male,18-24
T001313,C0451,2025-03-23,Sports,Dumbbell,1,1198,1198,Success,YouTube,Premium,Delhi,Delhi,Female,18-24
T001314,C0451,2025-04-10,Home & Kitchen,Bottle,2,238,476,Success,YouTube,Premium,Delhi,Delhi,Female,18-24
T001315,C0451,2025-04-20,Books,Novel,2,1198,2396,Success,YouTube,Premium,Delhi,Delhi,Female,18-24
T001316,C0451,2025-05-13,Footwear,Boots,1,598,598,Success,YouTube,Premium,Delhi,Delhi,Female,18-24
T001317,C0451,2025-04-26,Books,Notebook,3,5998,17994,Success,YouTube,Premium,Delhi,Delhi,Female,18-24
T001318,C0452,2025-02-21,Fashion,Jeans,3,2998,8994,Success,Organic Search,VIP,Bengaluru,Karnataka,Female,45-54
T001319,C0452,2025-02-02,Beauty,Perfume,3,2248,6744,Success,Organic Search,VIP,Bengaluru,Karnataka,Female,45-54
T001320,C0452,2025-02-18,Sports,Yoga Mat,3,448,1344,Success,Organic Search,VIP,Bengaluru,Karnataka,Female,45-54
T001321,C0452,2025-02-26,Home & Kitchen,Pan,1,7498,7498,Failed,Organic Search,VIP,Bengaluru,Karnataka,Female,45-54
T001322,C0453,2025-10-19,Fashion,Dress,2,5998,11996,Success,Instagram,New,Delhi,Delhi,Female,35-44
T001323,C0454,2025-10-02,Fashion,Dress,3,5998,17994,Success,Organic Search,New,Delhi,Delhi,Male,18-24
T001324,C0454,2025-11-28,Beauty,Lipstick,1,958,958,Success,Organic Search,New,Delhi,Delhi,Male,18-24
T001325,C0455,2025-03-02,Footwear,Sneakers,2,1798,3596,Success,Organic Search,Premium,Delhi,Delhi,Female,18-24
T001326,C0455,2025-02-24,Fashion,Dress,1,358,358,Success,Organic Search,Premium,Delhi,Delhi,Female,18-24
T001327,C0455,2025-03-14,Electronics,Keyboard,3,598,1794,Success,Organic Search,Premium,Delhi,Delhi,Female,18-24
T001328,C0455,2025-03-09,Footwear,Sneakers,1,1798,1798,Success,Organic Search,Premium,Delhi,Delhi,Female,18-24
T001329,C0455,2025-04-13,Books,Novel,3,1798,5394,Success,Organic Search,Premium,Delhi,Delhi,Female,18-24
T001330,C0455,2025-04-22,Books,Novel,3,3598,10794,Success,Organic Search,Premium,Delhi,Delhi,Female,18-24
T001331,C0455,2025-05-30,Home & Kitchen,Bottle,2,1198,2396,Success,Organic Search,Premium,Delhi,Delhi,Female,18-24
T001332,C0455,2025-05-09,Grocery,Tea,1,238,238,Success,Organic Search,Premium,Delhi,Delhi,Female,18-24
T001333,C0455,2025-05-10,Toys,Blocks,3,598,1794,Success,Organic Search,Premium,Delhi,Delhi,Female,18-24
T001334,C0456,2025-06-07,Fashion,Jeans,2,299,598,Success,Amazon,Returning,Kolkata,West Bengal,Male,25-34
T001335,C0456,2025-06-29,Accessories,Watch,2,1499,2998,Success,Amazon,Returning,Kolkata,West Bengal,Male,25-34
T001336,C0456,2025-06-19,Fashion,Jacket,3,1499,4497,Success,Amazon,Returning,Kolkata,West Bengal,Male,25-34
T001337,C0456,2025-07-14,Books,Novel,1,2999,2999,Success,Amazon,Returning,Kolkata,West Bengal,Male,25-34
T001338,C0456,2025-08-21,Toys,Puzzle,2,2999,5998,Refunded,Amazon,Returning,Kolkata,West Bengal,Male,25-34
T001339,C0456,2025-09-18,Accessories,Wallet,3,2999,8997,Success,Amazon,Returning,Kolkata,West Bengal,Male,25-34
T001340,C0456,2025-09-25,Books,Novel,3,2999,8997,Success,Amazon,Returning,Kolkata,West Bengal,Male,25-34
T001341,C0457,2025-12-18,Sports,Yoga Mat,3,238,714,Success,Google Ads,New,Bengaluru,Karnataka,Male,45-54
T001342,C0458,2025-07-07,Accessories,Watch,3,799,2397,Success,Facebook Ads,Returning,Kolkata,West Bengal,Male,45-54
T001343,C0458,2025-07-25,Accessories,Watch,2,1499,2998,Success,Facebook Ads,Returning,Kolkata,West Bengal,Male,45-54
T001344,C0458,2025-07-31,Accessories,Watch,3,799,2397,Failed,Facebook Ads,Returning,Kolkata,West Bengal,Male,45-54
T001345,C0459,2025-05-10,Footwear,Sneakers,1,499,499,Success,Google Ads,New,Chennai,Tamil Nadu,Male,45-54
T001346,C0459,2025-05-22,Beauty,Perfume,3,999,2997,Success,Google Ads,New,Chennai,Tamil Nadu,Male,45-54
T001347,C0460,2025-10-20,Grocery,Rice,1,358,358,Success,Facebook Ads,New,Kolkata,West Bengal,Male,35-44
T001348,C0460,2025-11-24,Toys,Blocks,2,238,476,Success,Facebook Ads,New,Kolkata,West Bengal,Male,35-44
T001349,C0461,2025-08-19,Accessories,Wallet,2,999,1998,Success,Facebook Ads,Returning,Kolkata,West Bengal,Male,25-34
T001350,C0461,2025-09-01,Sports,Football,2,799,1598,Refunded,Facebook Ads,Returning,Kolkata,West Bengal,Male,25-34
T001351,C0461,2025-09-20,Electronics,Monitor,3,1999,5997,Success,Facebook Ads,Returning,Kolkata,West Bengal,Male,25-34
T001352,C0462,2025-09-02,Accessories,Bag,3,499,1497,Success,Amazon,New,Mumbai,Maharashtra,Male,45-54
T001353,C0463,2025-07-08,Books,Notebook,2,3598,7196,Success,Google Ads,Premium,Kolkata,West Bengal,Male,25-34
T001354,C0463,2025-07-23,Books,Notebook,2,5998,11996,Success,Google Ads,Premium,Kolkata,West Bengal,Male,25-34
T001355,C0463,2025-07-24,Grocery,Tea,3,1798,5394,Success,Google Ads,Premium,Kolkata,West Bengal,Male,25-34
T001356,C0463,2025-08-17,Electronics,Monitor,3,2398,7194,Success,Google Ads,Premium,Kolkata,West Bengal,Male,25-34
T001357,C0463,2025-08-15,Sports,Yoga Mat,1,958,958,Success,Google Ads,Premium,Kolkata,West Bengal,Male,25-34
T001358,C0464,2025-11-15,Sports,Football,2,1798,3596,Success,Facebook Ads,New,Bengaluru,Karnataka,Male,18-24
T001359,C0465,2025-03-26,Books,Novel,1,1499,1499,Failed,Instagram,New,Kolkata,West Bengal,Male,25-34
T001360,C0466,2025-04-25,Sports,Dumbbell,2,799,1598,Success,YouTube,New,Delhi,Delhi,Female,45-54
T001361,C0466,2025-05-21,Books,Notebook,2,1499,2998,Refunded,YouTube,New,Delhi,Delhi,Female,45-54
T001362,C0467,2025-02-14,Sports,Yoga Mat,2,958,1916,Success,Amazon,Premium,Hyderabad,Telangana,Female,18-24
T001363,C0467,2025-02-06,Books,Novel,2,1198,2396,Success,Amazon,Premium,Hyderabad,Telangana,Female,18-24
T001364,C0467,2025-02-06,Footwear,Boots,3,2398,7194,Success,Amazon,Premium,Hyderabad,Telangana,Female,18-24
T001365,C0467,2025-03-15,Books,Novel,3,1198,3594,Success,Amazon,Premium,Hyderabad,Telangana,Female,18-24
T001366,C0467,2025-03-12,Beauty,Lipstick,1,238,238,Success,Amazon,Premium,Hyderabad,Telangana,Female,18-24
T001367,C0468,2025-03-24,Books,Novel,3,1499,4497,Success,Email,New,Pune,Maharashtra,Male,35-44
T001368,C0469,2025-01-19,Accessories,Watch,2,299,598,Success,YouTube,New,Delhi,Delhi,Female,18-24
T001369,C0470,2025-08-15,Accessories,Wallet,3,999,2997,Success,Email,New,Mumbai,Maharashtra,Female,45-54
T001370,C0470,2025-09-10,Toys,Puzzle,2,299,598,Success,Email,New,Mumbai,Maharashtra,Female,45-54
T001371,C0471,2025-09-15,Fashion,T-Shirt,3,2398,7194,Success,YouTube,Premium,Delhi,Delhi,Male,18-24
T001372,C0471,2025-09-19,Sports,Football,3,358,1074,Success,YouTube,Premium,Delhi,Delhi,Male,18-24
T001373,C0471,2025-11-20,Home & Kitchen,Pan,2,1437,2874,Success,YouTube,Premium,Delhi,Delhi,Male,18-24
T001374,C0471,2025-10-31,Footwear,Sneakers,3,1149,3447,Success,YouTube,Premium,Delhi,Delhi,Male,18-24
T001375,C0471,2025-10-17,Footwear,Boots,3,7197,21591,Success,YouTube,Premium,Delhi,Delhi,Male,18-24
T001376,C0471,2025-11-27,Grocery,Tea,2,1149,2298,Success,YouTube,Premium,Delhi,Delhi,Male,18-24
T001377,C0471,2025-12-07,Home & Kitchen,Bottle,3,4317,12951,Success,YouTube,Premium,Delhi,Delhi,Male,18-24
T001378,C0472,2025-01-24,Beauty,Perfume,1,999,999,Success,Google Ads,Returning,Hyderabad,Telangana,Male,35-44
T001379,C0472,2025-02-25,Books,Notebook,1,1499,1499,Success,Google Ads,Returning,Hyderabad,Telangana,Male,35-44
T001380,C0472,2025-03-30,Books,Novel,1,4999,4999,Success,Google Ads,Returning,Hyderabad,Telangana,Male,35-44
T001381,C0472,2025-03-28,Home & Kitchen,Pan,1,199,199,Success,Google Ads,Returning,Hyderabad,Telangana,Male,35-44
T001382,C0472,2025-04-26,Fashion,Dress,2,1999,3998,Success,Google Ads,Returning,Hyderabad,Telangana,Male,35-44
T001383,C0473,2025-08-31,Electronics,Keyboard,2,4999,9998,Refunded,YouTube,New,Chennai,Tamil Nadu,Female,35-44
T001384,C0473,2025-09-26,Fashion,Dress,1,999,999,Success,YouTube,New,Chennai,Tamil Nadu,Female,35-44
T001385,C0474,2025-01-03,Beauty,Face Wash,2,1499,2998,Success,Organic Search,Returning,Bengaluru,Karnataka,Male,35-44
T001386,C0474,2025-02-20,Grocery,Coffee,2,299,598,Success,Organic Search,Returning,Bengaluru,Karnataka,Male,35-44
T001387,C0474,2025-02-19,Accessories,Bag,2,499,998,Success,Organic Search,Returning,Bengaluru,Karnataka,Male,35-44
T001388,C0474,2025-03-20,Home & Kitchen,Bottle,2,799,1598,Success,Organic Search,Returning,Bengaluru,Karnataka,Male,35-44
T001389,C0475,2025-02-06,Accessories,Watch,3,299,897,Success,Email,New,Delhi,Delhi,Female,18-24
T001390,C0475,2025-03-02,Sports,Football,1,2999,2999,Success,Email,New,Delhi,Delhi,Female,18-24
T001391,C0475,2025-03-17,Footwear,Sneakers,1,1499,1499,Success,Email,New,Delhi,Delhi,Female,18-24
T001392,C0476,2025-09-04,Sports,Football,3,4999,14997,Success,Google Ads,New,Delhi,Delhi,Male,35-44
